date,sku_id,units_sold,revenue,unit_price,promo_flag,units_sold_was_missing,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event
2025-07-26,SKU0001,29.0,224617.76,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,30,7,Monsoon,0,
2025-07-27,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,30,7,Monsoon,0,
2025-07-28,SKU0001,11.0,85199.84,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,7,Monsoon,0,
2025-07-29,SKU0001,10.0,77454.4,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,7,Monsoon,0,
2025-07-30,SKU0001,20.0,154908.8,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,7,Monsoon,0,
2025-07-31,SKU0001,20.0,154908.8,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,7,Monsoon,0,
2025-08-01,SKU0001,40.0,247854.08,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,8,Monsoon,0,Independence Week Sale
2025-08-02,SKU0001,46.0,285032.19,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,8,Monsoon,0,Independence Week Sale
2025-08-03,SKU0001,38.0,235461.38,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,31,8,Monsoon,0,Independence Week Sale
2025-08-04,SKU0001,22.0,136319.74,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-05,SKU0001,29.0,179694.21,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-06,SKU0001,32.0,198283.26,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-07,SKU0001,29.0,179694.21,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-08,SKU0001,27.0,167301.5,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-09,SKU0001,40.0,247854.08,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-10,SKU0001,35.0,216872.32,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,32,8,Monsoon,0,Independence Week Sale
2025-08-11,SKU0001,13.0,100690.72,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,0,
2025-08-12,SKU0001,19.0,147163.36,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,0,
2025-08-13,SKU0001,14.0,108436.16,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,0,
2025-08-14,SKU0001,19.0,147163.36,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,0,
2025-08-15,SKU0001,26.0,201381.44,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,1,
2025-08-16,SKU0001,13.0,100690.72,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,0,
2025-08-17,SKU0001,18.0,139417.92,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,33,8,Monsoon,0,
2025-08-18,SKU0001,27.0,209126.88,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-19,SKU0001,9.0,69708.96,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-20,SKU0001,2.0,15490.88,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-21,SKU0001,4.0,30981.76,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-22,SKU0001,17.0,131672.48,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-23,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-24,SKU0001,21.0,162654.24,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,34,8,Monsoon,0,
2025-08-25,SKU0001,26.0,201381.44,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-08-26,SKU0001,0.0,0.0,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-08-27,SKU0001,20.0,154908.8,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-08-28,SKU0001,28.0,216872.32,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-08-29,SKU0001,9.0,69708.96,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-08-30,SKU0001,19.0,147163.36,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-08-31,SKU0001,16.0,123927.04,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,35,8,Monsoon,0,
2025-09-01,SKU0001,11.0,85199.84,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-02,SKU0001,15.0,116181.6,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-03,SKU0001,27.0,209126.88,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-04,SKU0001,30.0,232363.2,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-05,SKU0001,15.0,116181.6,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-06,SKU0001,35.0,271090.4,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-07,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,36,9,Monsoon,0,
2025-09-08,SKU0001,29.0,224617.76,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-09,SKU0001,17.0,131672.48,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-10,SKU0001,18.0,139417.92,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-11,SKU0001,20.0,154908.8,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-12,SKU0001,40.0,309817.6,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-13,SKU0001,27.0,209126.88,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-14,SKU0001,16.0,123927.04,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,37,9,Monsoon,0,
2025-09-15,SKU0001,24.0,185890.56,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-16,SKU0001,15.0,116181.6,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-17,SKU0001,14.0,108436.16,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-18,SKU0001,24.0,185890.56,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-19,SKU0001,17.0,131672.48,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-20,SKU0001,23.0,178145.12,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-21,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,38,9,Monsoon,0,
2025-09-22,SKU0001,20.0,154908.8,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-23,SKU0001,20.0,154908.8,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-24,SKU0001,4.0,30981.76,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-25,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-26,SKU0001,10.0,77454.4,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-27,SKU0001,11.0,85199.84,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-28,SKU0001,21.0,162654.24,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,39,9,Monsoon,0,
2025-09-29,SKU0001,18.0,139417.92,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,9,Monsoon,0,
2025-09-30,SKU0001,12.0,92945.28,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,9,Monsoon,0,
2025-10-01,SKU0001,28.0,216872.32,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,10,Autumn,0,
2025-10-02,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,10,Autumn,1,
2025-10-03,SKU0001,19.0,147163.36,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,10,Autumn,0,
2025-10-04,SKU0001,24.0,185890.56,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,10,Autumn,0,
2025-10-05,SKU0001,27.0,209126.88,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,40,10,Autumn,0,
2025-10-06,SKU0001,24.0,185890.56,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-07,SKU0001,15.0,116181.6,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-08,SKU0001,27.0,209126.88,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-09,SKU0001,23.0,178145.12,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-10,SKU0001,9.0,69708.96,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-11,SKU0001,14.0,108436.16,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-12,SKU0001,28.0,216872.32,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,41,10,Autumn,0,
2025-10-13,SKU0001,21.0,162654.24,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,42,10,Autumn,0,
2025-10-14,SKU0001,22.0,170399.68,7745.44,0,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,42,10,Autumn,0,
2025-10-15,SKU0001,40.0,247854.08,6196.35,1,0,Furniture,Shelving,2025-04-03,3462.67,7745.44,42,10,Autumn,0,Festive Season Sale
