sku_id,category,week_start,horizon_week,forecast,forecast_low_80,forecast_high_80,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,avg_price
SKU0013,Bedding,2026-02-17,7,64.4,52.1,76.8,27,190,7.0,110,3362.59,7954.94
SKU0013,Bedding,2026-02-24,8,54.3,43.9,64.7,27,190,7.0,110,3362.59,7954.94
SKU0014,Decor,2026-01-06,1,94.8,0.0,250.1,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-01-13,2,217.7,70.5,364.9,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-01-20,3,217.7,74.7,360.8,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-01-27,4,207.3,126.7,287.8,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-02-03,5,183.4,117.0,249.8,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-02-10,6,166.7,134.7,198.7,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-02-17,7,172.8,139.7,206.0,34,451,13.0,465,1295.65,2875.04
SKU0014,Decor,2026-02-24,8,137.4,111.0,163.7,34,451,13.0,465,1295.65,2875.04
SKU0015,Bedding,2026-01-06,1,73.8,0.0,158.3,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-01-13,2,138.6,44.1,233.1,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-01-20,3,151.4,68.4,234.4,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-01-27,4,120.0,69.3,170.7,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-02-03,5,108.4,70.7,146.0,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-02-10,6,111.4,90.0,132.8,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-02-17,7,105.0,83.2,126.8,186,307,14.0,332,227.98,534.46
SKU0015,Bedding,2026-02-24,8,85.8,69.3,102.2,186,307,14.0,332,227.98,534.46
SKU0016,Furniture,2026-01-06,1,35.5,0.0,80.7,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-01-13,2,58.6,7.9,109.4,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-01-20,3,63.8,15.5,112.1,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-01-27,4,54.7,36.2,73.2,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-02-03,5,53.1,39.5,66.8,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-02-10,6,56.0,45.3,66.8,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-02-17,7,57.3,46.3,68.3,2,555,29.0,445,2879.63,6729.33
SKU0016,Furniture,2026-02-24,8,44.6,36.1,53.2,2,555,29.0,445,2879.63,6729.33
SKU0017,Small Appliances,2026-01-06,1,40.3,0.0,90.8,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-01-13,2,68.6,12.2,125.0,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-01-20,3,65.0,19.6,110.4,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-01-27,4,55.6,35.1,76.0,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-02-03,5,53.9,39.8,67.9,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-02-10,6,58.1,47.0,69.3,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-02-17,7,56.8,45.9,67.7,275,297,24.0,505,731.23,1124.22
SKU0017,Small Appliances,2026-02-24,8,44.8,36.2,53.4,275,297,24.0,505,731.23,1124.22
SKU0018,Small Appliances,2026-01-06,1,33.2,0.0,85.4,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-01-13,2,59.8,0.0,120.2,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-01-20,3,64.0,13.2,114.9,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-01-27,4,51.8,29.6,74.0,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-02-03,5,52.1,37.0,67.3,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-02-10,6,55.5,44.9,66.2,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-02-17,7,54.0,43.6,64.4,74,387,22.0,285,1990.17,4136.14
SKU0018,Small Appliances,2026-02-24,8,45.3,36.6,54.0,74,387,22.0,285,1990.17,4136.14
SKU0019,Furniture,2026-01-06,1,34.3,0.0,81.1,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-01-13,2,55.0,6.0,104.0,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-01-20,3,57.4,14.1,100.6,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-01-27,4,50.3,30.6,70.0,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-02-03,5,52.8,41.3,64.3,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-02-10,6,56.1,45.3,66.9,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-02-17,7,51.7,41.8,61.7,3,612,29.0,507,2303.6,4770.87
SKU0019,Furniture,2026-02-24,8,44.4,35.8,52.9,3,612,29.0,507,2303.6,4770.87
SKU0020,Bedding,2026-01-06,1,15.7,0.5,30.9,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-01-13,2,19.5,2.7,36.3,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-01-20,3,21.9,7.4,36.3,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-01-27,4,22.4,18.1,26.6,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-02-03,5,21.5,17.4,25.6,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-02-10,6,19.7,15.9,23.5,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-02-17,7,20.6,16.7,24.6,60,0,22.0,92,317.11,610.14
SKU0020,Bedding,2026-02-24,8,15.2,12.3,18.1,60,0,22.0,92,317.11,610.14
SKU0021,Kitchen,2026-01-06,1,40.5,0.0,87.4,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-01-13,2,61.0,8.4,113.7,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-01-20,3,65.6,28.8,102.5,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-01-27,4,57.5,40.0,74.9,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-02-03,5,54.7,42.6,66.8,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-02-10,6,58.8,47.5,70.1,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-02-17,7,60.2,48.7,71.8,307,263,26.0,440,3442.93,5786.63
SKU0021,Kitchen,2026-02-24,8,44.6,36.0,53.1,307,263,26.0,440,3442.93,5786.63
SKU0022,Small Appliances,2026-01-06,1,98.0,0.0,253.6,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-01-13,2,226.9,41.3,412.5,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-01-20,3,252.8,76.5,429.2,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-01-27,4,214.8,123.2,306.3,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-02-03,5,190.7,114.6,266.8,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-02-10,6,184.8,149.3,220.3,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-02-17,7,171.1,136.8,205.3,452,855,14.0,775,1269.26,2224.14
SKU0022,Small Appliances,2026-02-24,8,143.5,116.0,171.1,452,855,14.0,775,1269.26,2224.14
SKU0023,Small Appliances,2026-01-06,1,83.7,0.0,220.3,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-01-13,2,196.4,40.5,352.4,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-01-20,3,220.9,104.3,337.4,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-01-27,4,178.9,100.4,257.4,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-02-03,5,170.2,103.7,236.8,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-02-10,6,163.8,132.3,195.2,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-02-17,7,140.5,112.0,169.0,708,0,16.0,869,3178.81,6984.41
SKU0023,Small Appliances,2026-02-24,8,126.6,102.3,150.9,708,0,16.0,869,3178.81,6984.41
SKU0024,Small Appliances,2026-01-06,1,73.3,0.0,172.3,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-01-13,2,190.1,65.8,314.3,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-01-20,3,186.2,81.0,291.4,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-01-27,4,157.4,88.3,226.5,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-02-03,5,143.7,83.5,203.9,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-02-10,6,139.9,113.1,166.8,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-02-17,7,129.4,104.6,154.3,69,246,16.0,262,3293.28,5270.46
SKU0024,Small Appliances,2026-02-24,8,116.6,94.2,139.0,69,246,16.0,262,3293.28,5270.46
SKU0025,Decor,2026-01-06,1,81.5,0.0,210.0,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-01-13,2,206.7,64.2,349.2,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-01-20,3,198.6,85.7,311.6,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-01-27,4,181.4,103.6,259.2,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-02-03,5,165.3,101.1,229.6,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-02-10,6,159.9,129.2,190.6,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-02-17,7,141.5,114.3,168.6,498,522,18.0,704,2944.97,5755.22
SKU0025,Decor,2026-02-24,8,124.3,100.4,148.2,498,522,18.0,704,2944.97,5755.22
SKU0026,Furniture,2026-01-06,1,70.0,0.0,167.0,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-01-13,2,128.6,21.5,235.6,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-01-20,3,149.1,66.3,231.9,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-01-27,4,114.1,64.7,163.6,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-02-03,5,110.6,73.4,147.7,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-02-10,6,107.2,86.6,127.8,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-02-17,7,100.2,78.6,121.7,0,419,14.0,412,2103.97,3330.11
SKU0026,Furniture,2026-02-24,8,87.8,70.9,104.7,0,419,14.0,412,2103.97,3330.11
SKU0027,Small Appliances,2026-01-06,1,28.2,3.3,53.0,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-01-13,2,25.5,0.0,51.1,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-01-20,3,28.2,8.4,47.9,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-01-27,4,24.3,16.8,31.8,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-02-03,5,25.0,20.2,29.8,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-02-10,6,28.8,23.3,34.4,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-02-17,7,26.5,21.4,31.6,91,134,17.0,164,1647.88,2903.26
SKU0027,Small Appliances,2026-02-24,8,17.4,14.1,20.8,91,134,17.0,164,1647.88,2903.26
SKU0028,Small Appliances,2026-01-06,1,80.7,0.0,213.2,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-01-13,2,207.4,55.6,359.1,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-01-20,3,221.8,109.8,333.8,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-01-27,4,198.9,123.8,274.0,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-02-03,5,184.3,112.3,256.4,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-02-10,6,171.0,138.2,203.9,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-02-17,7,161.5,130.5,192.5,1035,0,15.0,909,1574.89,2370.49
SKU0028,Small Appliances,2026-02-24,8,135.7,109.6,161.7,1035,0,15.0,909,1574.89,2370.49
SKU0029,Decor,2026-01-06,1,7.3,1.0,13.6,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-01-13,2,11.6,3.3,19.9,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-01-20,3,10.2,2.9,17.5,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-01-27,4,11.0,8.9,13.1,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-02-03,5,10.2,8.1,12.4,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-02-10,6,13.2,10.7,15.7,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-02-17,7,15.0,12.1,17.9,7,23,12.0,21,3652.61,8180.56
SKU0029,Decor,2026-02-24,8,10.2,7.8,12.6,7,23,12.0,21,3652.61,8180.56
SKU0030,Kitchen,2026-01-06,1,35.7,0.0,84.5,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-01-13,2,59.0,2.2,115.8,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-01-20,3,62.9,11.7,114.1,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-01-27,4,53.0,35.9,70.2,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-02-03,5,52.0,38.7,65.3,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-02-10,6,54.8,44.3,65.3,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-02-17,7,55.4,44.8,66.1,34,224,11.0,190,3882.87,9064.56
SKU0030,Kitchen,2026-02-24,8,44.0,35.6,52.5,34,224,11.0,190,3882.87,9064.56
SKU0031,Decor,2026-01-06,1,82.4,0.0,197.3,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-01-13,2,152.8,40.7,264.9,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-01-20,3,166.1,62.0,270.2,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-01-27,4,145.1,91.9,198.3,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-02-03,5,131.1,89.9,172.3,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-02-10,6,128.6,103.9,153.3,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-02-17,7,120.0,96.9,143.0,16,662,20.0,450,1234.52,1871.12
SKU0031,Decor,2026-02-24,8,104.0,84.1,124.0,16,662,20.0,450,1234.52,1871.12
SKU0032,Small Appliances,2026-01-06,1,30.8,0.0,73.1,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-01-13,2,56.5,5.8,107.1,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-01-20,3,58.6,11.7,105.5,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-01-27,4,48.8,32.0,65.6,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-02-03,5,51.6,37.6,65.6,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-02-10,6,55.9,45.1,66.6,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-02-17,7,54.3,43.9,64.8,117,299,10.0,236,1931.95,3173.88
SKU0032,Small Appliances,2026-02-24,8,45.3,36.6,54.0,117,299,10.0,236,1931.95,3173.88
SKU0033,Bedding,2026-01-06,1,62.8,0.0,153.0,516,0,10.0,426,871.74,2116.53
SKU0033,Bedding,2026-01-13,2,135.7,25.4,246.0,516,0,10.0,426,871.74,2116.53
SKU0033,Bedding,2026-01-20,3,160.7,55.5,265.8,516,0,10.0,426,871.74,2116.53
SKU0033,Bedding,2026-01-27,4,115.9,62.6,169.3,516,0,10.0,426,871.74,2116.53
SKU0033,Bedding,2026-02-03,5,112.8,66.7,158.9,516,0,10.0,426,871.74,2116.53
SKU0033,Bedding,2026-02-10,6,118.7,94.3,143.2,516,0,10.0,426,871.74,2116.53
SKU0033,Bedding,2026-02-17,7,110.4,85.3,135.4,516,0,10.0,426,871.74,2116.53
