sku_id,category,total_horizon_demand,avg_weekly_demand,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,avg_price,lead_time_weeks,demand_over_lead_time,available_stock,stockout_risk,overstock_risk,stockout_value_at_risk,overstock_capital_locked,rupee_value_at_stake,risk_quadrant,recommended_action
SKU0140,Furniture,448.3,56.0375,0,116,18.0,141,2375.34,4938.16,2.5714285714285716,144.0964285714286,116,0.32915293165125875,0.0,234216.0,0.0,234216.0,Healthy,No action needed; leave as is.
SKU0084,Small Appliances,405.6,50.7,458,0,12.0,310,3714.4,5641.94,1.7142857142857142,86.91428571428571,458,0.0,0.08612754766600918,0.0,194635.0,194635.0,Healthy,No action needed; leave as is.
SKU0081,Small Appliances,58.3,7.2875,209,0,11.0,167,1099.63,1868.56,1.5714285714285714,11.451785714285714,209,0.0,1.0,0.0,165714.0,165714.0,Markdown / Clear,Promote or discount to free up capital.
SKU0166,Small Appliances,1310.2,163.775,0,665,26.0,534,1494.25,2986.38,3.7142857142857144,608.3071428571429,665,0.08900187483609874,0.0,161684.0,0.0,161684.0,Healthy,No action needed; leave as is.
SKU0009,Small Appliances,1287.1,160.8875,0,748,28.0,692,3030.1,7760.12,4.0,643.55,748,0.031414290523916664,0.0,156884.0,0.0,156884.0,Healthy,No action needed; leave as is.
SKU0043,Small Appliances,1218.2,152.275,204,276,27.0,453,282.13,674.73,3.857142857142857,587.3464285714286,480,0.3189709164097606,0.0,126408.0,0.0,126408.0,Healthy,No action needed; leave as is.
SKU0047,Bedding,789.8,98.725,1131,693,25.0,1225,342.17,706.86,3.5714285714285716,352.5892857142857,1824,0.0,0.28800540221153037,0.0,116748.0,116748.0,Healthy,No action needed; leave as is.
SKU0069,Kitchen,846.6,105.825,0,187,11.0,153,3351.83,7897.52,1.5714285714285714,166.29642857142858,187,0.06291834002677377,0.0,82633.0,0.0,82633.0,Healthy,No action needed; leave as is.
SKU0008,Kitchen,843.4,105.425,0,294,18.0,280,1973.54,2866.69,2.5714285714285716,271.09285714285716,294,0.09625062577398359,0.0,74800.0,0.0,74800.0,Healthy,No action needed; leave as is.
SKU0064,Kitchen,417.8,52.225,49,128,21.0,188,2718.88,6924.3,3.0,156.675,177,0.05856071485559288,0.0,63530.0,0.0,63530.0,Healthy,No action needed; leave as is.
SKU0167,Kitchen,33.3,4.1625,68,0,10.0,39,1714.5,4287.63,1.4285714285714286,5.946428571428571,68,0.0,0.6946946946946947,0.0,59493.0,59493.0,Markdown / Clear,Promote or discount to free up capital.
SKU0073,Decor,89.3,11.1625,0,18,14.0,16,1099.32,2523.18,2.0,22.325,18,0.32810750279955203,0.0,18482.0,0.0,18482.0,Healthy,No action needed; leave as is.
SKU0041,Decor,309.7,38.7125,0,57,9.0,33,3763.74,7851.44,1.2857142857142858,49.77321428571429,57,0.04567143830947518,0.0,17848.0,0.0,17848.0,Healthy,No action needed; leave as is.
SKU0185,Furniture,541.5,67.6875,99,126,23.0,205,217.1,438.01,3.2857142857142856,222.4017857142857,225,0.15693122967602058,0.0,15287.0,0.0,15287.0,Healthy,No action needed; leave as is.
SKU0020,Bedding,156.5,19.5625,60,0,22.0,92,317.11,610.14,3.142857142857143,61.482142857142854,60,0.18675573627650302,0.0,7006.0,0.0,7006.0,Healthy,No action needed; leave as is.
SKU0163,Bedding,160.4,20.05,40,58,29.0,100,2250.2,4064.19,4.142857142857143,83.06428571428573,98,0.016825751712672456,0.0,5680.0,0.0,5680.0,Healthy,No action needed; leave as is.
SKU0023,Small Appliances,1281.0,160.125,708,0,16.0,869,3178.81,6984.41,2.2857142857142856,366.0,708,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0025,Decor,1259.2,157.4,498,522,18.0,704,2944.97,5755.22,2.5714285714285716,404.7428571428572,1020,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0001,Furniture,688.0,86.0,413,388,25.0,683,3462.67,7745.44,3.5714285714285716,307.14285714285717,801,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0002,Small Appliances,943.0,117.875,77,515,11.0,400,3907.36,9039.16,1.5714285714285714,185.23214285714286,592,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0005,Small Appliances,1240.5,155.0625,197,741,12.0,621,2307.42,3407.09,1.7142857142857142,265.82142857142856,938,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0003,Bedding,387.3,48.4125,107,207,10.0,151,1911.47,3526.58,1.4285714285714286,69.16071428571429,314,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0007,Bedding,83.2,10.4,60,45,26.0,75,3593.86,8388.29,3.7142857142857144,38.62857142857143,105,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0006,Decor,903.1999999999999,112.89999999999999,886,840,20.0,1055,2600.32,6005.97,2.857142857142857,322.57142857142856,1726,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0016,Furniture,423.6,52.95,2,555,29.0,445,2879.63,6729.33,4.142857142857143,219.36428571428576,557,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0015,Bedding,894.4,111.8,186,307,14.0,332,227.98,534.46,2.0,223.6,493,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0013,Bedding,531.9,66.4875,27,190,7.0,110,3362.59,7954.94,1.0,66.4875,217,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0014,Decor,1397.8,174.725,34,451,13.0,465,1295.65,2875.04,1.8571428571428572,324.4892857142857,485,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0011,Bedding,282.2,35.275,65,165,14.0,181,2007.68,3357.43,2.0,70.55,230,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0010,Bedding,1062.6,132.825,467,584,14.0,623,1607.75,3156.76,2.0,265.65,1051,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0040,Small Appliances,914.0,114.25,111,546,7.0,254,3174.39,4759.29,1.0,114.25,657,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0039,Small Appliances,1019.8,127.475,287,513,9.0,341,286.65,731.04,1.2857142857142858,163.89642857142857,800,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0037,Furniture,224.1,28.0125,86,173,15.0,196,592.93,1248.22,2.142857142857143,60.02678571428571,259,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0036,Small Appliances,1370.7,171.3375,603,883,14.0,931,358.13,713.68,2.0,342.675,1486,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0034,Small Appliances,1122.6000000000001,140.32500000000002,358,0,8.0,254,2933.96,5628.84,1.1428571428571428,160.3714285714286,358,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0035,Decor,1127.1,140.8875,0,605,23.0,541,2669.42,4007.69,3.2857142857142856,462.9160714285714,605,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0044,Small Appliances,945.3,118.1625,0,615,8.0,334,732.95,1513.43,1.1428571428571428,135.04285714285712,615,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0045,Decor,723.0,90.375,709,540,29.0,1054,1268.69,2780.09,4.142857142857143,374.41071428571433,1249,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0048,Decor,855.4,106.925,0,239,12.0,199,3353.2,7946.75,1.7142857142857142,183.29999999999998,239,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0049,Kitchen,1141.6,142.7,271,494,16.0,575,1305.49,2634.57,2.2857142857142856,326.1714285714285,765,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0050,Kitchen,81.8,10.225,35,47,23.0,76,3756.97,6001.87,3.2857142857142856,33.59642857142857,82,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0052,Small Appliances,1370.3,171.2875,425,564,28.0,693,3585.01,8862.63,4.0,685.15,989,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0053,Furniture,183.3,22.9125,123,0,15.0,120,3133.65,6875.21,2.142857142857143,49.098214285714285,123,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0054,Decor,1243.2,155.4,784,727,24.0,1222,558.97,1283.48,3.4285714285714284,532.8,1511,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0046,Bedding,733.2,91.65,720,0,23.0,704,3120.86,4772.7,3.2857142857142856,301.1357142857143,720,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0042,Small Appliances,572.6,71.575,25,345,23.0,281,1214.51,2183.55,3.2857142857142856,235.175,370,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0056,Kitchen,179.29999999999998,22.412499999999998,0,161,23.0,116,782.48,1263.8,3.2857142857142856,73.64107142857142,161,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0055,Decor,884.9,110.6125,211,593,25.0,517,1115.69,1726.32,3.5714285714285716,395.0446428571429,804,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0027,Small Appliances,203.9,25.4875,91,134,17.0,164,1647.88,2903.26,2.4285714285714284,61.89821428571428,225,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0026,Furniture,867.6,108.45,0,419,14.0,412,2103.97,3330.11,2.0,216.9,419,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0029,Decor,88.7,11.0875,7,23,12.0,21,3652.61,8180.56,1.7142857142857142,19.007142857142856,30,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0030,Kitchen,416.8,52.1,34,224,11.0,190,3882.87,9064.56,1.5714285714285714,81.87142857142857,258,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0031,Decor,1030.1,128.7625,16,662,20.0,450,1234.52,1871.12,2.857142857142857,367.8928571428571,678,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0028,Small Appliances,1361.3,170.1625,1035,0,15.0,909,1574.89,2370.49,2.142857142857143,364.63392857142856,1035,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0032,Small Appliances,401.8,50.225,117,299,10.0,236,1931.95,3173.88,1.4285714285714286,71.75,416,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0033,Bedding,907.2,113.4,516,0,10.0,426,871.74,2116.53,1.4285714285714286,162.0,516,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0018,Small Appliances,415.7,51.9625,74,387,22.0,285,1990.17,4136.14,3.142857142857143,163.31071428571428,461,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0017,Small Appliances,443.09999999999997,55.387499999999996,275,297,24.0,505,731.23,1124.22,3.4285714285714284,189.89999999999998,572,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0019,Furniture,402.0,50.25,3,612,29.0,507,2303.6,4770.87,4.142857142857143,208.17857142857144,615,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0021,Kitchen,442.9,55.3625,307,263,26.0,440,3442.93,5786.63,3.7142857142857144,205.63214285714287,570,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0022,Small Appliances,1482.6,185.325,452,855,14.0,775,1269.26,2224.14,2.0,370.65,1307,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0012,Furniture,1371.2,171.4,366,746,21.0,924,1861.18,4465.37,3.0,514.2,1112,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0072,Bedding,1219.2,152.4,41,320,10.0,243,2677.34,6535.36,1.4285714285714286,217.71428571428572,361,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0071,Kitchen,1276.7,159.5875,0,308,9.0,192,1767.77,3268.64,1.2857142857142858,205.1839285714286,308,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0070,Furniture,741.3,92.6625,300,354,28.0,647,2216.92,4715.87,4.0,370.65,654,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0068,Kitchen,655.7,81.9625,255,292,26.0,356,1976.05,4627.35,3.7142857142857144,304.4321428571429,547,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0066,Kitchen,884.9,110.6125,67,373,12.0,346,602.41,944.82,1.7142857142857142,189.62142857142857,440,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0067,Bedding,810.4,101.3,138,651,26.0,532,2464.96,6210.78,3.7142857142857144,376.25714285714287,789,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0065,Small Appliances,528.3,66.0375,140,414,11.0,361,294.47,608.45,1.5714285714285714,103.77321428571427,554,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0063,Small Appliances,511.7,63.9625,159,342,11.0,261,1710.8,3012.96,1.5714285714285714,100.5125,501,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0058,Kitchen,59.0,7.375,0,16,10.0,10,3892.94,7789.34,1.4285714285714286,10.535714285714286,16,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0062,Small Appliances,1145.2,143.15,139,770,17.0,885,3008.14,4684.48,2.4285714285714284,347.65,909,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0061,Kitchen,1331.7,166.4625,764,782,27.0,1378,959.15,2268.34,3.857142857142857,642.0696428571429,1546,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0060,Furniture,116.8,14.6,71,0,10.0,37,662.96,1330.96,1.4285714285714286,20.857142857142858,71,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0057,Decor,677.6,84.7,604,0,12.0,440,946.45,1677.48,1.7142857142857142,145.2,604,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0059,Small Appliances,517.6,64.7,251,326,13.0,324,1072.69,1671.45,1.8571428571428572,120.15714285714287,577,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0077,Furniture,850.8000000000001,106.35000000000001,287,755,29.0,744,638.86,910.62,4.142857142857143,440.5928571428572,1042,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0078,Furniture,1349.1,168.6375,85,398,11.0,256,863.64,1264.42,1.5714285714285714,265.0017857142857,483,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0088,Small Appliances,1263.8,157.975,1096,0,15.0,1007,1663.34,3605.25,2.142857142857143,338.5178571428571,1096,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0087,Bedding,658.6,82.325,450,1153,29.0,1092,2154.05,5232.37,4.142857142857143,341.0607142857143,1603,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0090,Furniture,887.6,110.95,118,982,20.0,709,1596.54,2937.11,2.857142857142857,317.0,1100,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0089,Decor,690.8,86.35,0,176,9.0,111,2015.93,3830.81,1.2857142857142858,111.02142857142857,176,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0092,Decor,756.4,94.55,287,892,24.0,749,3682.12,7279.89,3.4285714285714284,324.1714285714285,1179,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0093,Bedding,1333.3,166.6625,145,907,28.0,796,3424.53,7476.11,4.0,666.65,1052,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0095,Furniture,430.6,53.825,0,501,23.0,339,969.14,2164.82,3.2857142857142856,176.85357142857143,501,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0096,Bedding,1296.3,162.0375,578,674,13.0,682,701.99,1500.33,1.8571428571428572,300.9267857142857,1252,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0080,Bedding,299.8,37.475,73,99,15.0,102,3525.02,8535.34,2.142857142857143,80.30357142857143,172,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0079,Small Appliances,860.1,107.5125,394,376,21.0,572,1695.8,3021.22,3.0,322.5375,770,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0082,Furniture,852.4,106.55,155,411,16.0,483,1781.8,2599.83,2.2857142857142856,243.54285714285712,566,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0083,Furniture,1109.0,138.625,582,445,23.0,733,586.35,1407.33,3.2857142857142856,455.48214285714283,1027,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0085,Kitchen,1258.6,157.325,540,1347,19.0,1231,3922.37,9266.33,2.7142857142857144,427.025,1887,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0086,Kitchen,1292.7,161.5875,36,1300,25.0,1118,2641.44,6167.22,3.5714285714285716,577.0982142857143,1336,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0075,Small Appliances,1014.7,126.8375,50,855,18.0,578,3333.72,5908.69,2.5714285714285716,326.15357142857147,905,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0074,Decor,1222.2,152.775,1148,890,26.0,1521,600.06,888.01,3.7142857142857144,567.45,2038,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0104,Small Appliances,1112.4,139.05,565,0,9.0,482,644.99,970.87,1.2857142857142858,178.77857142857147,565,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0105,Small Appliances,995.9,124.4875,148,575,11.0,479,3142.42,6930.54,1.5714285714285714,195.62321428571428,723,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0107,Bedding,1047.5,130.9375,107,530,7.0,292,1394.87,2216.64,1.0,130.9375,637,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0106,Small Appliances,164.0,20.5,0,80,10.0,52,3613.79,8366.06,1.4285714285714286,29.285714285714285,80,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0108,Decor,487.7,60.9625,0,409,17.0,232,3757.28,7234.59,2.4285714285714284,148.0517857142857,409,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0109,Bedding,1069.1,133.6375,0,874,22.0,667,2301.37,5807.2,3.142857142857143,420.0035714285714,874,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0110,Bedding,524.6,65.575,340,333,19.0,469,2021.6,3743.26,2.7142857142857144,177.98928571428573,673,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0112,Bedding,81.1,10.1375,23,24,23.0,38,2620.88,4052.68,3.2857142857142856,33.30892857142857,47,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0113,Small Appliances,484.3,60.5375,0,554,28.0,448,2001.84,479.97,4.0,242.15,554,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0114,Bedding,1311.7,163.9625,0,752,9.0,419,1322.36,2578.94,1.2857142857142858,210.8089285714286,752,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0115,Decor,999.3,124.9125,112,373,14.0,383,3690.08,8625.76,2.0,249.825,485,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0116,Decor,536.2,67.025,270,0,10.0,234,3988.73,9792.49,1.4285714285714286,95.75000000000001,270,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0117,Bedding,524.4,65.55,59,182,17.0,221,604.39,1570.76,2.4285714285714284,159.19285714285712,241,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0118,Kitchen,89.2,11.15,0,43,22.0,32,2670.48,4028.5,3.142857142857143,35.042857142857144,43,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0119,Bedding,1178.2,147.275,709,784,14.0,863,2014.52,1752.6,2.0,294.55,1493,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0120,Furniture,411.5,51.4375,250,235,22.0,353,953.18,2376.05,3.142857142857143,161.66071428571428,485,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0121,Decor,848.4,106.05,122,482,8.0,316,220.63,322.56,1.1428571428571428,121.19999999999999,604,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0122,Furniture,603.5,75.4375,575,0,27.0,701,3245.63,5472.99,3.857142857142857,290.9732142857143,575,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0123,Decor,299.9,37.4875,96,120,25.0,207,3243.66,8152.47,3.5714285714285716,133.88392857142856,216,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0124,Furniture,758.1,94.7625,432,334,24.0,541,2852.86,6862.77,3.4285714285714284,324.9,766,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0125,Small Appliances,419.0,52.375,92,117,16.0,142,674.71,1353.09,2.2857142857142856,119.71428571428571,209,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0126,Decor,905.6999999999999,113.21249999999999,84,375,14.0,387,2594.05,6281.12,2.0,226.42499999999998,459,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0127,Small Appliances,172.3,21.5375,127,134,19.0,189,933.56,1610.31,2.7142857142857144,58.45892857142858,261,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0128,Bedding,1248.0,156.0,296,1363,27.0,1208,3924.78,8374.9,3.857142857142857,601.7142857142858,1659,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0097,Bedding,961.2,120.15,788,0,17.0,779,521.07,1314.73,2.4285714285714284,291.79285714285714,788,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0098,Bedding,429.6,53.7,0,122,10.0,100,3843.74,9075.3,1.4285714285714286,76.71428571428572,122,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0099,Small Appliances,367.1,45.8875,46,362,15.0,287,3221.44,8167.1,2.142857142857143,98.33035714285715,408,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0100,Bedding,390.8,48.85,338,0,13.0,231,2442.29,3697.77,1.8571428571428572,90.72142857142858,338,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0101,Small Appliances,1012.7,126.5875,163,428,15.0,481,2346.81,4897.6,2.142857142857143,271.25892857142856,591,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0102,Furniture,1167.6,145.95,138,349,8.0,210,2186.0,5064.32,1.1428571428571428,166.79999999999998,487,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0103,Kitchen,491.0,61.375,305,0,8.0,201,2478.46,6239.48,1.1428571428571428,70.14285714285714,305,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0076,Furniture,552.1,69.0125,73,170,13.0,142,3699.69,5914.47,1.8571428571428572,128.16607142857143,243,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0136,Small Appliances,863.6,107.95,82,943,28.0,819,1256.69,2218.87,4.0,431.8,1025,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0135,Small Appliances,914.3,114.2875,241,356,25.0,532,2001.84,3088.96,3.5714285714285716,408.16964285714283,597,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0134,Decor,447.0,55.875,161,202,16.0,239,3774.26,5956.26,2.2857142857142856,127.71428571428571,363,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0133,Decor,805.8,100.725,312,351,22.0,509,2396.47,5367.45,3.142857142857143,316.5642857142857,663,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0132,Kitchen,1161.8,145.225,181,724,14.0,640,2375.17,3738.89,2.0,290.45,905,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0131,Bedding,903.7,112.9625,320,0,8.0,324,1942.53,4547.26,1.1428571428571428,129.1,320,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0130,Bedding,269.5,33.6875,180,181,27.0,337,857.89,1295.47,3.857142857142857,129.9375,361,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0129,Small Appliances,84.10000000000001,10.512500000000001,44,128,29.0,122,360.93,888.24,4.142857142857143,43.55178571428572,172,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
